RTE_SEG_ID,EN_ROUTE_RTE_ID,SEGMENT_ID,VAL_SORT,CODE_DIR,CODE_POINT_START,CODE_TYPE_START,CODE_FIR_START,GEO_LONG_START_ACCURACY,GEO_LAT_START_ACCURACY,VAL_FREQ_START,UOM_FREQ_START,VAL_ISPUBLISH_START,CODE_FLY_BY_START,CODE_POINT_END,CODE_TYPE_END,CODE_FIR_END,GEO_LONG_END_ACCURACY,GEO_LAT_END_ACCURACY,VAL_FREQ_END,UOM_FREQ_END,VAL_ISPUBLISH_END,CODE_FLY_BY_END,POINT_START_ID,POINT_END_ID,CODE_TYPE,VAL_WID,UOM_WID,CODE_REP_ATC_START,CODE_REP_ATC_END,VAL_TRUE_TRACK,VAL_MAG_TRACK,VAL_REVERS_TRUE_TRACK,VAL_REVERS_MAG_TRACK,VAL_LEN,UOM_DIST,TXT_DESIG,Airspace_Remark
1bcb8ca1-3c28-4dc9-a9ba-238acdbaada0,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,176cfe48-5cd7-4903-96d7-7b16b1a7b92c,11,F,IDSOT,DESIGNATED_POINT,,E1092959,N391327,0,,0,N,IPNON,DESIGNATED_POINT,,E1092746,N390428,0,,0,N,3cbf21b6-d341-4f1b-9df8-3bb9fe58b6d7,591779d0-9355-44a1-b48a-57022824bc0f,RNAV2,0,,Y,Y,191,195,11,15,17,KM,W47,北京ACC7800(不含)以上呼和浩特ACC7800(含)以下
4a43da95-c0e4-41b0-bb8d-64512b34946c,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,d364c7c3-848f-4d34-99b4-e925ee33988d,12,F,IPNON,DESIGNATED_POINT,,E1092746,N390428,0,,0,N,KIBIP,DESIGNATED_POINT,,E1092507,N385343,0,,0,N,591779d0-9355-44a1-b48a-57022824bc0f,4e77525a-8fba-4b57-83c8-c347afc63cbe,RNAV2,0,,Y,Y,191,195,11,15,20,KM,W47,西安ACC
caa27a0b-972b-4844-bbdc-291303429be7,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,78003f6c-5c00-4998-9726-8a04cec8463d,13,F,KIBIP,DESIGNATED_POINT,,E1092507,N385343,0,,0,N,P530,DESIGNATED_POINT,,E1092249,N384423,0,,0,N,4e77525a-8fba-4b57-83c8-c347afc63cbe,a6522576-e3cd-4d1a-8d6b-454b187e97cf,RNAV2,0,,Y,Y,191,195,11,15,18,KM,W47,西安ACC
179352ce-7907-40ef-86a2-54aa4f2e408d,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,e37ff6d1-4e5e-4d6c-a36b-a7696e06ea22,14,F,P530,DESIGNATED_POINT,,E1092249,N384423,0,,0,N,PABNI,DESIGNATED_POINT,,E1091736,N382311,0,,0,N,a6522576-e3cd-4d1a-8d6b-454b187e97cf,d08a9505-8613-44ec-947c-ab62ba70df02,RNAV2,0,,Y,Y,191,195,11,15,40,KM,W47,西安ACC
eb31e332-8b49-463f-a795-29668abf88a5,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,ffd9a769-3cba-4836-bdbc-be91aeb99fe2,15,F,PABNI,DESIGNATED_POINT,,E1091736,N382311,0,,0,N,P531,DESIGNATED_POINT,,E1091203,N365143,0,,0,N,d08a9505-8613-44ec-947c-ab62ba70df02,70dbe6c1-b26b-4777-aca3-0a94190d80a0,RNAV2,0,,Y,Y,183,187,3,7,170,KM,W47,西安ACC
dd221949-68a9-48b1-88d4-ef50fdf1df65,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,39bd8f49-1570-494b-86ae-beceded4719f,16,F,P531,DESIGNATED_POINT,,E1091203,N365143,0,,0,N,GUTRU,DESIGNATED_POINT,,E1091046,N362938,0,,0,N,70dbe6c1-b26b-4777-aca3-0a94190d80a0,1c2ec37d-09a9-4fcc-af6a-f1ffaaa84c0b,RNAV2,0,,Y,Y,183,187,3,7,41,KM,W47,西安ACC
23616dee-67a0-444e-ab5f-d7eda0118cb1,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,c4e88570-39c6-4103-9ea6-c4bfe0837c56,17,F,GUTRU,DESIGNATED_POINT,,E1091046,N362938,0,,0,N,P539,DESIGNATED_POINT,,E1091007,N361911,0,,0,N,1c2ec37d-09a9-4fcc-af6a-f1ffaaa84c0b,56bf2c06-3a15-48f7-804c-09cbb8b6b065,RNAV2,0,,Y,Y,183,187,3,7,19,KM,W47,西安ACC
3633983c-eb7a-441f-9913-98e3d7d30f7c,6195a0c7-53c2-41f8-8d5d-a773c7cdc30c,93774dbe-de66-48e4-bc9c-2f594dddf3b3,18,F,P539,DESIGNATED_POINT,,E1091007,N361911,0,,0,N,LOVRA,DESIGNATED_POINT,,E1090823,N355045,0,,0,N,56bf2c06-3a15-48f7-804c-09cbb8b6b065,49ed020f-528f-473d-ae26-b6a72c79bd86,RNAV2,0,,Y,Y,183,187,3,7,53,KM,W47,西安ACC
d9b68384-499d-40fd-a9a7-b485c8db5963,aac5a2c1-5af2-4007-8a15-b6f069515491,b5b2c78a-61b8-458c-9d8a-b7b2e76b5624,1,F,VIKON,DESIGNATED_POINT,,E1081957,N393159,0,,0,N,OMGEL,DESIGNATED_POINT,,E1095829,N402521,0,,0,N,9bc01eb9-b5e0-48ab-a86e-7a67b301dbe4,4f909d2f-9d80-4c59-b74b-555e8c323879,RNAV2,0,,Y,Y,54,59,234,239,172,KM,W72,北京ACC7800(不含)以上呼和浩特ACC7800(含)以下
d7997ca4-e140-48cb-b6ac-293670f956b7,aac5a2c1-5af2-4007-8a15-b6f069515491,33f0bf86-def3-4bc8-a2dd-dbf11ca43932,2,F,OMGEL,DESIGNATED_POINT,,E1095829,N402521,0,,0,N,DUDIL,DESIGNATED_POINT,,E1102738,N403838,0,,0,N,4f909d2f-9d80-4c59-b74b-555e8c323879,12308b2a-d47f-4276-a531-2269f06f1a1a,RNAV2,0,,Y,Y,59,64,239,244,48,KM,W72,北京ACC7800(不含)以上呼和浩特ACC7800(含)以下
e15ba836-9fc3-4c9a-aa83-ba73af2f7c98,cf00a5f3-ecde-43e4-a3e3-d5bade89aded,f93e11bc-bd4c-4aa8-a519-faa059b29e3d,1,F,XSH,VORDME,,E1151605,N302611,115.4,MHz,0,N,URGEB,DESIGNATED_POINT,,E1154704,N311729,0,,0,N,b1736cef-0f0b-4151-8429-77755f612916,89ec60f4-8c4b-430b-bfbb-614d6f3f6d5a,RNAV1,0,,Y,Y,27,32,207,212,107,KM,W669,广州ACC7800(不含)以上武汉ACC7800(含)以下
f0daa735-ac0d-4c13-9fce-7069f6c09e43,81b971fa-c3f8-41d2-b350-7cb8ab72b634,c4bc9e5a-d769-49c7-aecd-6fed2561ee78,1,X,P250,DESIGNATED_POINT,,E1192820,N351038,0,,0,N,P337,DESIGNATED_POINT,,E1191950,N350937,0,,0,N,d3ac9a91-1b89-4b88-affc-5a74a50090ca,4de72748-278f-43d5-bc9e-dd30e8881895,RNAV2,0,,Y,Y,262,269,82,89,13,KM,J51,青岛ACC
5456f376-55c5-402c-be47-0fd67788d7d3,81b971fa-c3f8-41d2-b350-7cb8ab72b634,ee789a2a-810f-4167-afb1-096743cfec00,2,X,P337,DESIGNATED_POINT,,E1191950,N350937,0,,0,N,P429,DESIGNATED_POINT,,E1185645,N350646,0,,0,N,4de72748-278f-43d5-bc9e-dd30e8881895,3181ffe8-1157-4f95-ac77-a1d9846e3cf2,RNAV2,0,,Y,Y,262,269,82,89,35,KM,J51,北京ACC7800(不含)以上济南ACC7800(含)以下
601264b4-ef96-4fee-97d0-ed23c29fe23a,81b971fa-c3f8-41d2-b350-7cb8ab72b634,5a775ab4-20af-48df-aefd-711939da5481,3,X,P429,DESIGNATED_POINT,,E1185645,N350646,0,,0,N,LNY,VORDME,,E1182451,N350303,112.8,MHz,0,N,3181ffe8-1157-4f95-ac77-a1d9846e3cf2,9941f782-4f8a-4902-9651-4b64a451c1b9,RNAV2,0,,Y,Y,262,269,82,89,49,KM,J51,北京ACC7800(不含)以上济南ACC7800(含)以下
0130f4af-0166-47af-bf01-e1caed229949,6d5103e2-66ff-42e3-9331-fe84299ef69c,edb5dad8-6c6e-45c5-8972-731f6d838e4a,1,X,FOC,VORDME,,E1193903,N255444,116.8,MHz,0,N,AVKUX,DESIGNATED_POINT,,E1193425,N254636,0,,0,N,972589cb-1bb7-46f7-900a-e0aa2daf48b7,0b6dad5b-bb8b-4398-a6ae-a18282347941,RNAV1,0,,Y,Y,207,212,27,32,17,KM,W643,上海ACC7800(不含)以上厦门ACC7800(含)以下
2ac439f2-65b4-43f7-83ce-e2aeb545bd6a,6d5103e2-66ff-42e3-9331-fe84299ef69c,979232ce-6d3d-41b1-a348-1f9d2e1c5473,2,X,AVKUX,DESIGNATED_POINT,,E1193425,N254636,0,,0,N,BUPDU,DESIGNATED_POINT,,E1191725,N253214,0,,0,N,0b6dad5b-bb8b-4398-a6ae-a18282347941,a1deb893-1177-43bb-bcb1-43eb4fab4c6f,RNAV1,0,,Y,Y,227,232,47,52,39,KM,W643,上海ACC7800(不含)以上厦门ACC7800(含)以下
186285a7-55a4-4938-9534-3a0841e217de,6d5103e2-66ff-42e3-9331-fe84299ef69c,b927e63d-1161-4bc3-a6cd-4cd2013c7234,3,X,BUPDU,DESIGNATED_POINT,,E1191725,N253214,0,,0,N,DOVPU,DESIGNATED_POINT,,E1185818,N251550,0,,0,N,a1deb893-1177-43bb-bcb1-43eb4fab4c6f,3141c2df-3e6f-4985-a5fc-4e5cb66fc011,RNAV1,0,,Y,Y,226,232,46,52,44,KM,W643,上海ACC7800(不含)以上厦门ACC7800(含)以下
db8c0beb-ba9a-4d3f-84dc-6be856aa010b,6d5103e2-66ff-42e3-9331-fe84299ef69c,1ddfa894-5e51-4500-8021-66d38d133597,4,X,DOVPU,DESIGNATED_POINT,,E1185818,N251550,0,,0,N,ATSAB,DESIGNATED_POINT,,E1183706,N250536,0,,0,N,3141c2df-3e6f-4985-a5fc-4e5cb66fc011,7a86cd25-7597-4966-8039-7eb3ace37ee0,RNAV1,0,,Y,Y,242,247,62,67,40,KM,W643,上海ACC7800(不含)以上厦门ACC7800(含)以下
33912540-13b2-46f7-adb6-d93f852d62e4,e6688eb4-ce88-424f-a155-17620e1541ec,0c84ec5c-8947-4c7f-8610-6dbb52b55285,1,F,POMOK,DESIGNATED_POINT,,E1210700,N312700,0,,0,N,UNTAN,DESIGNATED_POINT,,E1201704,N321214,0,,0,N,8ee92d52-bb60-47fd-8c60-296fe7008e66,2c817553-260f-415e-a9c1-e291c434a06a,RNAV2,0,,Y,Y,317,322,137,0,115,KM,V70,上海ACC
9fa736d1-2209-42a9-90dd-464543e81d46,ff629b0e-9629-42c8-98d3-0ed270cef294,190cd15d-0c2e-4fff-b75d-2c5c10ccaac1,1,X,URBAD,DESIGNATED_POINT,,E1202850,N360700,0,,0,N,XDX,VORDME,,E1201728,N355838,110.4,MHz,0,N,f84bb220-3f7d-4a8f-8f3a-adc8940b7d89,3bd97cf2-5dc0-4a4c-96fc-f17803d5461d,RNAV2,0,,Y,Y,228,235,48,55,23,KM,H28,青岛ACC
60de7c84-7538-41f5-915a-f0561f43fe6b,ff629b0e-9629-42c8-98d3-0ed270cef294,d0bfe3b3-4efe-4663-9b7a-b85e53f3525b,2,X,XDX,VORDME,,E1201728,N355838,110.4,MHz,0,N,P583,DESIGNATED_POINT,,E1200956,N355115,0,,0,N,3bd97cf2-5dc0-4a4c-96fc-f17803d5461d,341d1c2f-9919-4814-b1c4-35d9648d1924,RNAV2,0,,Y,Y,220,226,40,46,18,KM,H28,青岛ACC
a79c1404-f109-4195-a53b-3c8a8342bb27,ff629b0e-9629-42c8-98d3-0ed270cef294,0c6f2188-cf3c-44ae-9a14-bfd08cd4eefb,3,X,P583,DESIGNATED_POINT,,E1200956,N355115,0,,0,N,P582,DESIGNATED_POINT,,E1195557,N353734,0,,0,N,341d1c2f-9919-4814-b1c4-35d9648d1924,5deeeca6-5a54-44f7-8c83-ee803f680a95,RNAV2,0,,Y,Y,220,226,40,46,33,KM,H28,青岛ACC
ce8ffedd-44f0-42f8-a860-e20d97d0ac0a,ff629b0e-9629-42c8-98d3-0ed270cef294,2cf0957a-55bf-40a8-aa51-a51694699197,4,X,P582,DESIGNATED_POINT,,E1195557,N353734,0,,0,N,MABEB,DESIGNATED_POINT,,E1194439,N352627,0,,0,N,5deeeca6-5a54-44f7-8c83-ee803f680a95,0f1c13dd-4ed5-4b92-9a95-0592a87aa863,RNAV2,0,,Y,Y,220,226,40,46,27,KM,H28,青岛ACC
a95e2050-cca1-4d08-9bfb-4fe0c74237b8,ff629b0e-9629-42c8-98d3-0ed270cef294,03655ae1-fcc0-46ca-8020-e80f8179fb75,5,X,MABEB,DESIGNATED_POINT,,E1194439,N352627,0,,0,N,P09,DESIGNATED_POINT,,E1193412,N351618,0,,0,N,0f1c13dd-4ed5-4b92-9a95-0592a87aa863,c6862014-9454-4eb9-beb2-8429cb20d57f,RNAV2,0,,Y,Y,220,226,40,46,25,KM,H28,青岛ACC
57f07582-6449-45da-b9b4-cc48906347a6,ff629b0e-9629-42c8-98d3-0ed270cef294,62fe5975-e370-4319-a8bb-3d93272b8c90,6,X,P09,DESIGNATED_POINT,,E1193412,N351618,0,,0,N,P250,DESIGNATED_POINT,,E1192820,N351038,0,,0,N,c6862014-9454-4eb9-beb2-8429cb20d57f,d3ac9a91-1b89-4b88-affc-5a74a50090ca,RNAV2,0,,Y,Y,220,226,40,46,14,KM,H28,青岛ACC
c635593b-ed34-4650-9a2b-5e61ff9ecc04,ff629b0e-9629-42c8-98d3-0ed270cef294,2047292f-be77-4418-82f3-13b235a1ab7a,7,X,P250,DESIGNATED_POINT,,E1192820,N351038,0,,0,N,P74,DESIGNATED_POINT,,E1192302,N350508,0,,0,N,d3ac9a91-1b89-4b88-affc-5a74a50090ca,7f46f11a-c113-44ce-a55f-6b1b4d3c6f25,RNAV2,0,,Y,Y,218,226,38,46,13,KM,H28,青岛ACC
281c470e-9eba-4543-a2db-72b612f0107e,ff629b0e-9629-42c8-98d3-0ed270cef294,aecf718f-de69-4233-a0ce-513ab59d62d6,8,X,P74,DESIGNATED_POINT,,E1192302,N350508,0,,0,N,P495,DESIGNATED_POINT,,E1192110,N350318,0,,0,N,7f46f11a-c113-44ce-a55f-6b1b4d3c6f25,8dfa4a8d-993b-44a8-8a7d-925722e38672,RNAV2,0,,Y,Y,220,226,40,46,4,KM,H28,P74:青岛ACCP495:上海ACC
cbedd33e-0efd-44c8-95a0-b7029a32b4ba,ff629b0e-9629-42c8-98d3-0ed270cef294,4d919a8d-d283-4902-b309-21b89e0849dc,9,X,P495,DESIGNATED_POINT,,E1192110,N350318,0,,0,N,GURIL,DESIGNATED_POINT,,E1185311,N343531,0,,0,N,8dfa4a8d-993b-44a8-8a7d-925722e38672,21abee19-d417-4889-9ead-8c98d801e995,RNAV2,0,,Y,Y,220,226,40,46,67,KM,H28,上海ACC
5963187d-55cc-47c2-b0f8-565b13636823,ff629b0e-9629-42c8-98d3-0ed270cef294,02b04c87-7092-4f08-8c05-09502d2301ed,10,X,GURIL,DESIGNATED_POINT,,E1185311,N343531,0,,0,N,RUXEL,DESIGNATED_POINT,,E1184830,N340638,0,,0,N,21abee19-d417-4889-9ead-8c98d801e995,717cc0b3-3222-4a98-9a3e-53cbd91a6edb,RNAV2,0,,Y,Y,188,193,8,13,54,KM,H28,上海ACC
0a5e131c-da73-4e0b-b53e-3516784a8d68,ad371750-8894-440e-b35b-8f16c2218a29,85ae6d50-9bd0-4e0f-a16b-f34269e4941b,1,F,UKDUM,DESIGNATED_POINT,,E1182640,N412951,0,,0,N,VAGNU,DESIGNATED_POINT,,E1171526,N413024,0,,0,N,cd80fd1f-69b7-487c-ad2c-75cfb650127d,c4c524c4-0aa4-4c49-8858-314122b51f23,RNAV2,0,,Y,Y,271,278,91,0,99,KM,W49,北京ACC
cce443b1-d9f5-4435-b0a6-22099fef1cf7,ad371750-8894-440e-b35b-8f16c2218a29,1a3a34c5-e9f2-4ba3-87f5-03aa5f829193,2,F,VAGNU,DESIGNATED_POINT,,E1171526,N413024,0,,0,N,OSUBA,DESIGNATED_POINT,,E1170214,N404411,0,,0,N,c4c524c4-0aa4-4c49-8858-314122b51f23,570b348a-81d2-4a98-bcc0-49b756c4a7d2,RNAV2,0,,Y,Y,192,199,12,0,88,KM,W49,北京ACC
9d6b6008-fd42-453c-b02f-33a021ca9205,ad371750-8894-440e-b35b-8f16c2218a29,7fcc0681-5f71-4896-8c42-58940093904c,3,X,OSUBA,DESIGNATED_POINT,,E1170214,N404411,0,,0,N,HUR,VORDME,,E1164450,N401945,113.6,MHz,0,N,570b348a-81d2-4a98-bcc0-49b756c4a7d2,76b26586-a77b-4d9c-a930-e9101d3f77e4,RNAV2,0,,Y,Y,209,216,29,36,51,KM,W49,北京ACC
f8d89f6c-a617-47eb-bb17-f2817e36940f,21a8ab62-e9ac-497c-ba8f-c256bcc9daa4,20101bfd-8456-45df-8258-202d5a15f4f0,1,X,WUR,VORDME,,E0873027,N435451,115.3,MHz,0,N,HTB,VORDME,,E0865413,N441537,112.3,MHz,0,N,b83e0a94-ce7f-4135-a4f0-cfb8666f2247,a5c9c152-ad98-4aa2-afd0-dd0ba6eb077a,RNAV2,0,,N,Y,309,306,129,126,62,KM,X57,乌鲁木齐ACC
2ff8e7c2-1cc9-4bfe-9db4-50e67694605f,21a8ab62-e9ac-497c-ba8f-c256bcc9daa4,4e128e45-70da-4822-99f0-cfc2df5aa5c9,2,X,HTB,VORDME,,E0865413,N441537,112.3,MHz,0,N,P460,DESIGNATED_POINT,,E0860729,N444429,0,,0,N,a5c9c152-ad98-4aa2-afd0-dd0ba6eb077a,cb87e7fe-815c-4cdf-91b0-f04df1bbb7d6,RNAV2,0,,Y,N,311,308,131,128,82,KM,X57,乌鲁木齐ACC
2d475448-9880-45b3-a917-8c93fde81e86,21a8ab62-e9ac-497c-ba8f-c256bcc9daa4,029eeb94-4db8-4082-ad81-e7f1482e83e7,3,X,P460,DESIGNATED_POINT,,E0860729,N444429,0,,0,N,KLM,VORDME,,E0845557,N452857,113.3,MHz,0,N,cb87e7fe-815c-4cdf-91b0-f04df1bbb7d6,89fc9076-a101-401d-be0c-28b977e50262,RNAV2,0,,N,Y,312,308,132,128,125,KM,X57,乌鲁木齐ACC
3ca87882-c02a-486e-82b0-269d8c26281a,aa74971e-b1c0-4a3a-ba60-ac56823e8527,8d2b5503-c333-47d0-ad7b-5f99dcbde927,1,X,MOLSO,DESIGNATED_POINT,,E1132520,N242517,0,,0,N,OPIXU,DESIGNATED_POINT,,E1122813,N251803,0,,0,N,bc3fdf43-e244-4dc8-b015-fe04afd1160c,4e565c2d-ae54-4fd6-969f-702179697172,RNAV2,0,,Y,Y,316,319,136,139,137,KM,V147,广州ACC
47263456-46a1-499e-9baf-6db79e867f9f,aa74971e-b1c0-4a3a-ba60-ac56823e8527,ed15ee97-95ed-47f7-b6ad-f5a0a1ff63a9,2,X,OPIXU,DESIGNATED_POINT,,E1122813,N251803,0,,0,N,UGRIG,DESIGNATED_POINT,,E1112030,N251645,0,,0,N,4e565c2d-ae54-4fd6-969f-702179697172,e04ecbac-b514-404d-8a32-12b5eb232d2a,RNAV2,0,,Y,Y,269,272,89,92,114,KM,V147,广州ACC
29c30bb7-236d-4257-bd23-f94eb478f2ab,aa74971e-b1c0-4a3a-ba60-ac56823e8527,af43fdb1-4c5c-48a1-ad8d-175fbd79f54f,3,X,UGRIG,DESIGNATED_POINT,,E1112030,N251645,0,,0,N,MAMSI,DESIGNATED_POINT,,E1101244,N251217,0,,0,N,e04ecbac-b514-404d-8a32-12b5eb232d2a,929f9498-598e-4980-9e75-76b323f66acd,RNAV2,0,,Y,Y,266,269,86,89,114,KM,V147,广州ACC
a21beeb4-0213-4a0b-a2a4-c10cb3360a0f,31e9b798-3055-46af-9f67-b633810d1e3e,5aa911e3-837e-4929-88e9-29c79d394961,1,X,JNJ,VORDME,,E1183544,N244811,117,MHz,0,N,ATSAB,DESIGNATED_POINT,,E1183706,N250536,0,,0,N,2fc4e2f9-6ed0-4fca-98df-3b39ff344341,7a86cd25-7597-4966-8039-7eb3ace37ee0,RNAV2,0,,Y,Y,4,9,184,189,32,KM,W548,上海ACC7800(不含)以上厦门ACC7800(含)以下
7de1741b-0037-479f-ab4c-e5c3192dfd58,e82b97ce-d14d-433e-96b2-a134d05521c8,231ed187-8bdc-4203-8b15-537ae4f8c622,1,X,DHZ,VORDME,,E1143326,N230249,114.3,MHz,0,N,MABAG,DESIGNATED_POINT,,E1143024,N241848,0,,0,N,262baf46-3a2f-4f6c-ae92-823121d1b915,3c2443df-6bd3-4ad4-b558-0745b19fbb63,,0,,Y,Y,358,2,178,182,141,KM,X12,广州ACC
af6ab3a3-c506-443d-929b-32b6b203b1e8,e82b97ce-d14d-433e-96b2-a134d05521c8,6d6889a5-d40f-47fd-9720-0ff574f095d4,2,X,MABAG,DESIGNATED_POINT,,E1143024,N241848,0,,0,N,NNX,VORDME,,E1141620,N250545,115.6,MHz,0,N,3c2443df-6bd3-4ad4-b558-0745b19fbb63,2d0adcec-19c7-4b81-b2ef-c0b1188d7cc1,,0,,Y,Y,345,348,165,168,90,KM,X12,广州ACC
